techs,timesteps,nodes,sink_use_equals
demand_tech,2018-01-02 09:00:00,ESP_7,10938.691779480658
demand_tech,2018-01-02 09:00:00,ESP_8,5437.6106065820895
demand_tech,2018-01-02 09:00:00,ESP_9,11713.639562100549
demand_tech,2018-01-02 12:00:00,ESP_1,6341.100465335361
demand_tech,2018-01-02 12:00:00,ESP_10,5077.059524444605
demand_tech,2018-01-02 12:00:00,ESP_11,11863.473810207268
demand_tech,2018-01-02 12:00:00,ESP_2,11815.960087879346
demand_tech,2018-01-02 12:00:00,ESP_3,3129.004140614148
demand_tech,2018-01-02 12:00:00,ESP_4,5996.119457921998
demand_tech,2018-01-02 12:00:00,ESP_5,3921.9107150833015
demand_tech,2018-01-02 12:00:00,ESP_6,13762.373966185325
demand_tech,2018-01-02 12:00:00,ESP_7,7671.513230123153
demand_tech,2018-01-02 12:00:00,ESP_8,4720.701554627173
demand_tech,2018-01-02 12:00:00,ESP_9,9961.282420130514
demand_tech,2018-01-02 15:00:00,ESP_1,7026.05449658989
demand_tech,2018-01-02 15:00:00,ESP_10,5745.264840703372
demand_tech,2018-01-02 15:00:00,ESP_11,13624.26927523453
demand_tech,2018-01-02 15:00:00,ESP_2,12476.043540163313
demand_tech,2018-01-02 15:00:00,ESP_3,3562.0932268857223
demand_tech,2018-01-02 15:00:00,ESP_4,6963.412448667577
demand_tech,2018-01-02 15:00:00,ESP_5,4288.6394633893315
demand_tech,2018-01-02 15:00:00,ESP_6,16146.242312637
demand_tech,2018-01-02 15:00:00,ESP_7,10276.876658124242
demand_tech,2018-01-02 15:00:00,ESP_8,5203.5138398017125
demand_tech,2018-01-02 15:00:00,ESP_9,11196.752895224517
demand_tech,2018-01-02 18:00:00,ESP_1,6413.462946942315
demand_tech,2018-01-02 18:00:00,ESP_10,5168.406558405445
demand_tech,2018-01-02 18:00:00,ESP_11,12021.699997637017
demand_tech,2018-01-02 18:00:00,ESP_2,11891.3496950906
demand_tech,2018-01-02 18:00:00,ESP_3,3183.7208813133325
demand_tech,2018-01-02 18:00:00,ESP_4,6058.081060502509
demand_tech,2018-01-02 18:00:00,ESP_5,3959.7757760625936
demand_tech,2018-01-02 18:00:00,ESP_6,13905.997824060556
demand_tech,2018-01-02 18:00:00,ESP_7,7725.562829889339
demand_tech,2018-01-02 18:00:00,ESP_8,4800.625940341872
demand_tech,2018-01-02 18:00:00,ESP_9,10075.602167427569
demand_tech,2018-01-02 21:00:00,ESP_1,6575.785959543848
demand_tech,2018-01-02 21:00:00,ESP_10,5344.218228464902
demand_tech,2018-01-02 21:00:00,ESP_11,12576.064752299968
demand_tech,2018-01-02 21:00:00,ESP_2,12057.115693392507
demand_tech,2018-01-02 21:00:00,ESP_3,3307.753265499423
demand_tech,2018-01-02 21:00:00,ESP_4,6457.881745017705
demand_tech,2018-01-02 21:00:00,ESP_5,4098.605804101582
demand_tech,2018-01-02 21:00:00,ESP_6,15178.899934133062
demand_tech,2018-01-02 21:00:00,ESP_7,9339.55577721207
demand_tech,2018-01-02 21:00:00,ESP_8,4903.975364403419
demand_tech,2018-01-02 21:00:00,ESP_9,10519.188439000609
demand_tech,2018-01-03 00:00:00,ESP_1,6078.613695612455
demand_tech,2018-01-03 00:00:00,ESP_10,4738.022822053424
demand_tech,2018-01-03 00:00:00,ESP_11,11295.042688325315
demand_tech,2018-01-03 00:00:00,ESP_2,11574.34330282006
demand_tech,2018-01-03 00:00:00,ESP_3,2974.3715006401635
demand_tech,2018-01-03 00:00:00,ESP_4,5967.301376721479
demand_tech,2018-01-03 00:00:00,ESP_5,3869.8478763342728
demand_tech,2018-01-03 00:00:00,ESP_6,14099.514975193662
demand_tech,2018-01-03 00:00:00,ESP_7,8531.664203261766
demand_tech,2018-01-03 00:00:00,ESP_8,4429.88296879609
demand_tech,2018-01-03 00:00:00,ESP_9,9557.146134521046
demand_tech,2018-01-03 03:00:00,ESP_1,5849.888289742237
demand_tech,2018-01-03 03:00:00,ESP_10,4426.275204799695
demand_tech,2018-01-03 03:00:00,ESP_11,10618.349485402188
demand_tech,2018-01-03 03:00:00,ESP_2,11352.116219978356
demand_tech,2018-01-03 03:00:00,ESP_3,2806.910520968137
demand_tech,2018-01-03 03:00:00,ESP_4,5658.396864298427
demand_tech,2018-01-03 03:00:00,ESP_5,3727.015331954875
demand_tech,2018-01-03 03:00:00,ESP_6,13138.954880147216
demand_tech,2018-01-03 03:00:00,ESP_7,7625.5897283412
demand_tech,2018-01-03 03:00:00,ESP_8,4197.9860845146695
demand_tech,2018-01-03 03:00:00,ESP_9,8936.698149022326
demand_tech,2018-01-03 06:00:00,ESP_1,6811.827368964018
demand_tech,2018-01-03 06:00:00,ESP_10,5532.237017287838
demand_tech,2018-01-03 06:00:00,ESP_11,13207.47301412737
demand_tech,2018-01-03 06:00:00,ESP_2,12302.380583926253
demand_tech,2018-01-03 06:00:00,ESP_3,3447.937133197781
demand_tech,2018-01-03 06:00:00,ESP_4,6759.675608148459
demand_tech,2018-01-03 06:00:00,ESP_5,4210.107918302701
demand_tech,2018-01-03 06:00:00,ESP_6,15750.504954914508
demand_tech,2018-01-03 06:00:00,ESP_7,9801.630994647065
demand_tech,2018-01-03 06:00:00,ESP_8,5058.067632880769
demand_tech,2018-01-03 06:00:00,ESP_9,10796.136767141435
