nodes,techs,timesteps,source_use
ESP_1,biogas_to_electricity_supply_FR,2018-01-01 18:00:00,1.178114127421948e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-01 21:00:00,1.1781058005686387e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-02 00:00:00,1.178054282871957e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-02 03:00:00,1.177961319523712e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-02 06:00:00,1.177816295497251e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-02 09:00:00,1.1774713753106351e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-02 12:00:00,1.1772920981701148e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-02 15:00:00,1.177321511953155e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-02 18:00:00,1.1773828830950487e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-02 21:00:00,1.177457304397089e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-03 00:00:00,1.1773004352207755e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-03 03:00:00,1.177027320558339e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-03 06:00:00,1.1767271957505531e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-03 09:00:00,1.1765595401246863e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-03 12:00:00,1.1767802009044826e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-03 15:00:00,1.177042605661676e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-03 18:00:00,1.1772760418698295e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-03 21:00:00,1.1773795996235473e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-04 00:00:00,1.1773718982121494e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-04 03:00:00,1.177397660114282e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-04 06:00:00,1.1776654752549425e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-04 09:00:00,1.177823224674388e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-04 12:00:00,1.1778576547528925e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-04 15:00:00,1.1778231879940456e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-04 18:00:00,1.1775138193251798e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-04 21:00:00,1.1771949582991856e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-05 00:00:00,1.1767235012423125e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-05 03:00:00,1.1760944106861605e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-05 06:00:00,1.1754208264453913e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-05 09:00:00,1.3392377288727526e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-05 12:00:00,1.1749406427157304e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-05 15:00:00,1.1751969875595211e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-05 18:00:00,1.294772269573388e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-05 21:00:00,1.3262707598816489e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-06 00:00:00,1.329571041525801e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-06 03:00:00,1.3283346970508589e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-06 06:00:00,1.3312933459728052e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-06 09:00:00,1.327046889730759e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-06 12:00:00,1.322235410822473e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-06 15:00:00,1.3443607406207215e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-06 18:00:00,1.2949514256615753e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-06 21:00:00,1.343670045547495e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-07 00:00:00,1.1748967268705599e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-07 03:00:00,1.1748757620479695e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-07 06:00:00,1.1746339715589713e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-07 09:00:00,1.1744973544408504e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-07 12:00:00,1.1743599085899038e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-07 15:00:00,1.1736502448367256e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-07 18:00:00,1.172791126041402e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-07 21:00:00,1.3298466267258525e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-08 00:00:00,1.343670781088083e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-08 03:00:00,1.3278499861999104e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-08 06:00:00,1.3320390586044094e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-08 09:00:00,1.3314927433795778e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-08 12:00:00,1.3312019264911542e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-08 15:00:00,1.3315241823783998e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-08 18:00:00,1.323402998529709e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-08 21:00:00,1.325496350853838e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-09 00:00:00,1.1740605396365919e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-09 03:00:00,1.1748939110660885e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-09 06:00:00,1.175661955245439e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-09 09:00:00,1.176231742654826e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-09 12:00:00,1.1763609104407559e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-09 15:00:00,1.1762766282927634e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-09 18:00:00,1.332017746380001e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-09 21:00:00,1.3131002733126134e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-10 00:00:00,1.1760437743462442e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-10 03:00:00,1.1764071562871835e-06
