nodes,techs,carriers,flow_cap
ESP_2,ESP_2_ESP_4_ac_ohl_transmission,electricity,2400.0
ESP_2,ESP_2_ESP_8_techs_ac_ohl_transmission,electricity,2400.0
ESP_2,ESP_2_PRT_1_ac_ohl_transmission,electricity,950.0
ESP_2,ESP_3_ESP_7_ac_ohl_transmission,electricity,10200.0
ESP_2,Trade_Markets_ESP_2_coal_transmission,coal,7.699292313452973e-07
ESP_2,Trade_Markets_ESP_2_natural_gas_transmission,natural_gas,9.198837320474836e-07
ESP_2,Trade_Markets_ESP_2_oil_fuel_transmission,oil,5.337811282925157e-06
ESP_2,Trade_Markets_ESP_2_uranium_transmission,uranium,455.28999893067464
ESP_2,battery_CN,electricity,7.131512303592142e-05
ESP_2,battery_CZ,electricity,6.83789928594344e-05
ESP_2,battery_ESP,electricity,4.393568640344048e-05
ESP_2,battery_HU,electricity,6.629945655468288e-05
ESP_2,battery_PL,electricity,6.805551864075705e-05
ESP_2,battery_US,electricity,7.025598216182062e-05
ESP_2,biogas_to_electricity_supply_BEL,electricity,1.4505158784576939e-05
ESP_2,biogas_to_electricity_supply_CAN,electricity,8.500934721959996e-07
ESP_2,biogas_to_electricity_supply_FR,electricity,7.359386017087995e-07
ESP_2,biogas_to_electricity_supply_FSM,electricity,1.4329845257347127e-06
ESP_2,biogas_to_electricity_supply_UK,electricity,1.043359666024474e-06
ESP_2,biogas_to_electricity_supply_USA,electricity,1.3921394488286944e-06
ESP_2,biomass_ESP,electricity,6.211891381074894e-07
ESP_2,biomass_FR,electricity,6.216671737137955e-07
ESP_2,biomass_IT,electricity,6.209065951343078e-07
ESP_2,demand_tech,electricity,4405.329066968039
ESP_2,existing_biogas_to_electricity_supply,electricity,15.63
ESP_2,existing_biomass,electricity,47.46
ESP_2,existing_ccgt,electricity,2.1821229371102417e-06
ESP_2,existing_ccgt,natural_gas,2.1821229371102396e-06
ESP_2,existing_chp,electricity,0.0
ESP_2,existing_chp,natural_gas,0.0
ESP_2,existing_coal,coal,1.8868842213600292e-06
ESP_2,existing_coal,electricity,1.8868842213600279e-06
ESP_2,existing_hydro_reservoir,electricity,2685.24
ESP_2,existing_hydro_run_of_river,electricity,48.6
ESP_2,existing_nuclear,electricity,455.29
ESP_2,existing_nuclear,uranium,455.29
ESP_2,existing_oil_and_other,electricity,3.481381627330968e-05
ESP_2,existing_oil_and_other,oil,3.481381627330968e-05
ESP_2,existing_open_field_pv,electricity,476.98
ESP_2,existing_pumped_hydro,electricity,1238.0
ESP_2,existing_rooftop_pv,electricity,18.6
ESP_2,existing_wind_onshore,electricity,5605.505
ESP_2,existing_wte,electricity,3.4809141165447057e-07
ESP_2,open_field_pv_CN,electricity,5.888252757149492e-06
ESP_2,open_field_pv_DE,electricity,2.6134435779790065e-05
ESP_2,open_field_pv_ESP,electricity,4.5573433423293775e-06
ESP_2,open_field_pv_MY,electricity,2.440393352520209e-05
ESP_2,open_field_pv_NL,electricity,2.7830316264047445e-05
ESP_2,open_field_pv_PT,electricity,1.9930408621137483e-05
ESP_2,pumped_hydro_CN,electricity,0.00011126897767704244
ESP_2,pumped_hydro_ESP,electricity,9.713760414153675e-07
ESP_2,roof_mounted_pv_CN,electricity,8.2628358748583e-06
ESP_2,roof_mounted_pv_DE,electricity,7.816769695163465e-06
ESP_2,roof_mounted_pv_ESP,electricity,2.767154756207309e-06
ESP_2,roof_mounted_pv_MY,electricity,7.612153614895641e-06
ESP_2,roof_mounted_pv_NL,electricity,8.001513248578585e-06
ESP_2,roof_mounted_pv_PT,electricity,6.9896299261852346e-06
ESP_2,wind_offshore_CN,electricity,4.39608795202882e-06
ESP_2,wind_offshore_DE,electricity,4.561467915259018e-06
