nodes,longitude
ESP_1,-7.9103430789768225
ESP_10,-3.588739304583343
ESP_11,-1.4544684252789575
ESP_2,-5.767809087157458
ESP_3,-3.7343026058912554
ESP_4,-2.15010605613969
ESP_5,-0.659929673623045
ESP_6,1.5288267961910351
ESP_7,-3.717115741047385
ESP_8,-5.150578375759755
ESP_9,-5.818649679284524
FRA_1,0.198475920979156
FRA_2,2.5430929823876918
FRA_3,5.676059379874186
MA,-5.411
PRT_1,-7.7185325644071225
PRT_2,-8.184437556208506
Trade_Markets,4.321921
