techs,timesteps,nodes,source_use_max
roof_mounted_pv_PT,2018-01-10 12:00:00,ESP_1,0.249748106
roof_mounted_pv_PT,2018-01-10 12:00:00,ESP_10,1.10525707
roof_mounted_pv_PT,2018-01-10 12:00:00,ESP_11,1.16147248
roof_mounted_pv_PT,2018-01-10 12:00:00,ESP_2,0.192787278
roof_mounted_pv_PT,2018-01-10 12:00:00,ESP_3,0.277625114
roof_mounted_pv_PT,2018-01-10 12:00:00,ESP_4,0.96004997
roof_mounted_pv_PT,2018-01-10 12:00:00,ESP_5,1.17484814
roof_mounted_pv_PT,2018-01-10 12:00:00,ESP_6,1.19200021
roof_mounted_pv_PT,2018-01-10 12:00:00,ESP_7,0.36855841
roof_mounted_pv_PT,2018-01-10 12:00:00,ESP_8,0.58796643
roof_mounted_pv_PT,2018-01-10 12:00:00,ESP_9,1.45674705
roof_mounted_pv_PT,2018-01-10 15:00:00,ESP_1,0.0743256925
roof_mounted_pv_PT,2018-01-10 15:00:00,ESP_10,0.23326973
roof_mounted_pv_PT,2018-01-10 15:00:00,ESP_11,0.240880558
roof_mounted_pv_PT,2018-01-10 15:00:00,ESP_2,0.088226158
roof_mounted_pv_PT,2018-01-10 15:00:00,ESP_3,0.040742143
roof_mounted_pv_PT,2018-01-10 15:00:00,ESP_4,0.0641697479
roof_mounted_pv_PT,2018-01-10 15:00:00,ESP_5,0.169022143
roof_mounted_pv_PT,2018-01-10 15:00:00,ESP_6,0.1466282754
roof_mounted_pv_PT,2018-01-10 15:00:00,ESP_7,0.034879375
roof_mounted_pv_PT,2018-01-10 15:00:00,ESP_8,0.10044684699999999
roof_mounted_pv_PT,2018-01-10 15:00:00,ESP_9,0.264303093
roof_mounted_pv_PT,2018-01-10 18:00:00,ESP_1,0.0
roof_mounted_pv_PT,2018-01-10 18:00:00,ESP_10,0.0
roof_mounted_pv_PT,2018-01-10 18:00:00,ESP_11,0.0
roof_mounted_pv_PT,2018-01-10 18:00:00,ESP_2,0.0
roof_mounted_pv_PT,2018-01-10 18:00:00,ESP_3,0.0
roof_mounted_pv_PT,2018-01-10 18:00:00,ESP_4,0.0
roof_mounted_pv_PT,2018-01-10 18:00:00,ESP_5,0.0
roof_mounted_pv_PT,2018-01-10 18:00:00,ESP_6,0.0
roof_mounted_pv_PT,2018-01-10 18:00:00,ESP_7,0.0
roof_mounted_pv_PT,2018-01-10 18:00:00,ESP_8,0.0
roof_mounted_pv_PT,2018-01-10 18:00:00,ESP_9,0.0
roof_mounted_pv_PT,2018-01-10 21:00:00,ESP_1,0.0
roof_mounted_pv_PT,2018-01-10 21:00:00,ESP_10,0.0
roof_mounted_pv_PT,2018-01-10 21:00:00,ESP_11,0.0
roof_mounted_pv_PT,2018-01-10 21:00:00,ESP_2,0.0
roof_mounted_pv_PT,2018-01-10 21:00:00,ESP_3,0.0
roof_mounted_pv_PT,2018-01-10 21:00:00,ESP_4,0.0
roof_mounted_pv_PT,2018-01-10 21:00:00,ESP_5,0.0
roof_mounted_pv_PT,2018-01-10 21:00:00,ESP_6,0.0
roof_mounted_pv_PT,2018-01-10 21:00:00,ESP_7,0.0
roof_mounted_pv_PT,2018-01-10 21:00:00,ESP_8,0.0
roof_mounted_pv_PT,2018-01-10 21:00:00,ESP_9,0.0
wind_offshore_CN,2018-01-01 00:00:00,ESP_1,2.59456741
wind_offshore_CN,2018-01-01 00:00:00,ESP_10,2.59456741
wind_offshore_CN,2018-01-01 00:00:00,ESP_11,2.59456741
wind_offshore_CN,2018-01-01 00:00:00,ESP_2,2.59456741
wind_offshore_CN,2018-01-01 00:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-01 00:00:00,ESP_4,2.59456741
wind_offshore_CN,2018-01-01 00:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-01 00:00:00,ESP_6,2.59456741
wind_offshore_CN,2018-01-01 00:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-01 00:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-01 00:00:00,ESP_9,2.59456741
wind_offshore_CN,2018-01-01 03:00:00,ESP_1,2.36777422
wind_offshore_CN,2018-01-01 03:00:00,ESP_10,2.36777422
wind_offshore_CN,2018-01-01 03:00:00,ESP_11,2.36777422
wind_offshore_CN,2018-01-01 03:00:00,ESP_2,2.36777422
wind_offshore_CN,2018-01-01 03:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-01 03:00:00,ESP_4,2.36777422
wind_offshore_CN,2018-01-01 03:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-01 03:00:00,ESP_6,2.36777422
wind_offshore_CN,2018-01-01 03:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-01 03:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-01 03:00:00,ESP_9,2.36777422
wind_offshore_CN,2018-01-01 06:00:00,ESP_1,2.0281499
wind_offshore_CN,2018-01-01 06:00:00,ESP_10,2.0281499
wind_offshore_CN,2018-01-01 06:00:00,ESP_11,2.0281499
wind_offshore_CN,2018-01-01 06:00:00,ESP_2,2.0281499
wind_offshore_CN,2018-01-01 06:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-01 06:00:00,ESP_4,2.0281499
wind_offshore_CN,2018-01-01 06:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-01 06:00:00,ESP_6,2.0281499
wind_offshore_CN,2018-01-01 06:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-01 06:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-01 06:00:00,ESP_9,2.0281499
wind_offshore_CN,2018-01-01 09:00:00,ESP_1,1.9412108300000002
wind_offshore_CN,2018-01-01 09:00:00,ESP_10,1.9412108300000002
wind_offshore_CN,2018-01-01 09:00:00,ESP_11,1.9412108300000002
wind_offshore_CN,2018-01-01 09:00:00,ESP_2,1.9412108300000002
wind_offshore_CN,2018-01-01 09:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-01 09:00:00,ESP_4,1.9412108300000002
wind_offshore_CN,2018-01-01 09:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-01 09:00:00,ESP_6,1.9412108300000002
wind_offshore_CN,2018-01-01 09:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-01 09:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-01 09:00:00,ESP_9,1.9412108300000002
wind_offshore_CN,2018-01-01 12:00:00,ESP_1,2.1880579000000004
wind_offshore_CN,2018-01-01 12:00:00,ESP_10,2.1880579000000004
wind_offshore_CN,2018-01-01 12:00:00,ESP_11,2.1880579000000004
wind_offshore_CN,2018-01-01 12:00:00,ESP_2,2.1880579000000004
wind_offshore_CN,2018-01-01 12:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-01 12:00:00,ESP_4,2.1880579000000004
wind_offshore_CN,2018-01-01 12:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-01 12:00:00,ESP_6,2.1880579000000004
wind_offshore_CN,2018-01-01 12:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-01 12:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-01 12:00:00,ESP_9,2.1880579000000004
wind_offshore_CN,2018-01-01 15:00:00,ESP_1,2.4167777
wind_offshore_CN,2018-01-01 15:00:00,ESP_10,2.4167777
wind_offshore_CN,2018-01-01 15:00:00,ESP_11,2.4167777
wind_offshore_CN,2018-01-01 15:00:00,ESP_2,2.4167777
wind_offshore_CN,2018-01-01 15:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-01 15:00:00,ESP_4,2.4167777
wind_offshore_CN,2018-01-01 15:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-01 15:00:00,ESP_6,2.4167777
wind_offshore_CN,2018-01-01 15:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-01 15:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-01 15:00:00,ESP_9,2.4167777
wind_offshore_CN,2018-01-01 18:00:00,ESP_1,2.5000935600000003
wind_offshore_CN,2018-01-01 18:00:00,ESP_10,2.5000935600000003
wind_offshore_CN,2018-01-01 18:00:00,ESP_11,2.5000935600000003
wind_offshore_CN,2018-01-01 18:00:00,ESP_2,2.5000935600000003
wind_offshore_CN,2018-01-01 18:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-01 18:00:00,ESP_4,2.5000935600000003
wind_offshore_CN,2018-01-01 18:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-01 18:00:00,ESP_6,2.5000935600000003
wind_offshore_CN,2018-01-01 18:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-01 18:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-01 18:00:00,ESP_9,2.5000935600000003
wind_offshore_CN,2018-01-01 21:00:00,ESP_1,2.5183977300000002
wind_offshore_CN,2018-01-01 21:00:00,ESP_10,2.5183977300000002
wind_offshore_CN,2018-01-01 21:00:00,ESP_11,2.5183977300000002
wind_offshore_CN,2018-01-01 21:00:00,ESP_2,2.5183977300000002
wind_offshore_CN,2018-01-01 21:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-01 21:00:00,ESP_4,2.5183977300000002
wind_offshore_CN,2018-01-01 21:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-01 21:00:00,ESP_6,2.5183977300000002
wind_offshore_CN,2018-01-01 21:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-01 21:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-01 21:00:00,ESP_9,2.5183977300000002
wind_offshore_CN,2018-01-02 00:00:00,ESP_1,2.41061066
wind_offshore_CN,2018-01-02 00:00:00,ESP_10,2.41061066
wind_offshore_CN,2018-01-02 00:00:00,ESP_11,2.41061066
wind_offshore_CN,2018-01-02 00:00:00,ESP_2,2.41061066
wind_offshore_CN,2018-01-02 00:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-02 00:00:00,ESP_4,2.41061066
wind_offshore_CN,2018-01-02 00:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-02 00:00:00,ESP_6,2.41061066
wind_offshore_CN,2018-01-02 00:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-02 00:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-02 00:00:00,ESP_9,2.41061066
wind_offshore_CN,2018-01-02 03:00:00,ESP_1,2.3168697
wind_offshore_CN,2018-01-02 03:00:00,ESP_10,2.3168697
wind_offshore_CN,2018-01-02 03:00:00,ESP_11,2.3168697
wind_offshore_CN,2018-01-02 03:00:00,ESP_2,2.3168697
wind_offshore_CN,2018-01-02 03:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-02 03:00:00,ESP_4,2.3168697
wind_offshore_CN,2018-01-02 03:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-02 03:00:00,ESP_6,2.3168697
wind_offshore_CN,2018-01-02 03:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-02 03:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-02 03:00:00,ESP_9,2.3168697
wind_offshore_CN,2018-01-02 06:00:00,ESP_1,2.19287007
wind_offshore_CN,2018-01-02 06:00:00,ESP_10,2.19287007
wind_offshore_CN,2018-01-02 06:00:00,ESP_11,2.19287007
wind_offshore_CN,2018-01-02 06:00:00,ESP_2,2.19287007
wind_offshore_CN,2018-01-02 06:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-02 06:00:00,ESP_4,2.19287007
wind_offshore_CN,2018-01-02 06:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-02 06:00:00,ESP_6,2.19287007
wind_offshore_CN,2018-01-02 06:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-02 06:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-02 06:00:00,ESP_9,2.19287007
wind_offshore_CN,2018-01-02 09:00:00,ESP_1,2.0392022499999998
wind_offshore_CN,2018-01-02 09:00:00,ESP_10,2.0392022499999998
wind_offshore_CN,2018-01-02 09:00:00,ESP_11,2.0392022499999998
wind_offshore_CN,2018-01-02 09:00:00,ESP_2,2.0392022499999998
wind_offshore_CN,2018-01-02 09:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-02 09:00:00,ESP_4,2.0392022499999998
wind_offshore_CN,2018-01-02 09:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-02 09:00:00,ESP_6,2.0392022499999998
wind_offshore_CN,2018-01-02 09:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-02 09:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-02 09:00:00,ESP_9,2.0392022499999998
wind_offshore_CN,2018-01-02 12:00:00,ESP_1,2.0209977400000003
wind_offshore_CN,2018-01-02 12:00:00,ESP_10,2.0209977400000003
wind_offshore_CN,2018-01-02 12:00:00,ESP_11,2.0209977400000003
wind_offshore_CN,2018-01-02 12:00:00,ESP_2,2.0209977400000003
wind_offshore_CN,2018-01-02 12:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-02 12:00:00,ESP_4,2.0209977400000003
wind_offshore_CN,2018-01-02 12:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-02 12:00:00,ESP_6,2.0209977400000003
wind_offshore_CN,2018-01-02 12:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-02 12:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-02 12:00:00,ESP_9,2.0209977400000003
wind_offshore_CN,2018-01-02 15:00:00,ESP_1,1.97964055
wind_offshore_CN,2018-01-02 15:00:00,ESP_10,1.97964055
wind_offshore_CN,2018-01-02 15:00:00,ESP_11,1.97964055
wind_offshore_CN,2018-01-02 15:00:00,ESP_2,1.97964055
wind_offshore_CN,2018-01-02 15:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-02 15:00:00,ESP_4,1.97964055
wind_offshore_CN,2018-01-02 15:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-02 15:00:00,ESP_6,1.97964055
wind_offshore_CN,2018-01-02 15:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-02 15:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-02 15:00:00,ESP_9,1.97964055
wind_offshore_CN,2018-01-02 18:00:00,ESP_1,2.10582542
wind_offshore_CN,2018-01-02 18:00:00,ESP_10,2.10582542
wind_offshore_CN,2018-01-02 18:00:00,ESP_11,2.10582542
wind_offshore_CN,2018-01-02 18:00:00,ESP_2,2.10582542
wind_offshore_CN,2018-01-02 18:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-02 18:00:00,ESP_4,2.10582542
wind_offshore_CN,2018-01-02 18:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-02 18:00:00,ESP_6,2.10582542
wind_offshore_CN,2018-01-02 18:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-02 18:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-02 18:00:00,ESP_9,2.10582542
wind_offshore_CN,2018-01-02 21:00:00,ESP_1,2.19020296
wind_offshore_CN,2018-01-02 21:00:00,ESP_10,2.19020296
wind_offshore_CN,2018-01-02 21:00:00,ESP_11,2.19020296
wind_offshore_CN,2018-01-02 21:00:00,ESP_2,2.19020296
wind_offshore_CN,2018-01-02 21:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-02 21:00:00,ESP_4,2.19020296
wind_offshore_CN,2018-01-02 21:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-02 21:00:00,ESP_6,2.19020296
wind_offshore_CN,2018-01-02 21:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-02 21:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-02 21:00:00,ESP_9,2.19020296
wind_offshore_CN,2018-01-03 00:00:00,ESP_1,2.09126229
wind_offshore_CN,2018-01-03 00:00:00,ESP_10,2.09126229
wind_offshore_CN,2018-01-03 00:00:00,ESP_11,2.09126229
wind_offshore_CN,2018-01-03 00:00:00,ESP_2,2.09126229
wind_offshore_CN,2018-01-03 00:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-03 00:00:00,ESP_4,2.09126229
wind_offshore_CN,2018-01-03 00:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-03 00:00:00,ESP_6,2.09126229
wind_offshore_CN,2018-01-03 00:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-03 00:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-03 00:00:00,ESP_9,2.09126229
wind_offshore_CN,2018-01-03 03:00:00,ESP_1,1.9888067600000001
wind_offshore_CN,2018-01-03 03:00:00,ESP_10,1.9888067600000001
wind_offshore_CN,2018-01-03 03:00:00,ESP_11,1.9888067600000001
wind_offshore_CN,2018-01-03 03:00:00,ESP_2,1.9888067600000001
wind_offshore_CN,2018-01-03 03:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-03 03:00:00,ESP_4,1.9888067600000001
wind_offshore_CN,2018-01-03 03:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-03 03:00:00,ESP_6,1.9888067600000001
wind_offshore_CN,2018-01-03 03:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-03 03:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-03 03:00:00,ESP_9,1.9888067600000001
wind_offshore_CN,2018-01-03 06:00:00,ESP_1,1.99927867
wind_offshore_CN,2018-01-03 06:00:00,ESP_10,1.99927867
wind_offshore_CN,2018-01-03 06:00:00,ESP_11,1.99927867
wind_offshore_CN,2018-01-03 06:00:00,ESP_2,1.99927867
wind_offshore_CN,2018-01-03 06:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-03 06:00:00,ESP_4,1.99927867
wind_offshore_CN,2018-01-03 06:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-03 06:00:00,ESP_6,1.99927867
wind_offshore_CN,2018-01-03 06:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-03 06:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-03 06:00:00,ESP_9,1.99927867
wind_offshore_CN,2018-01-03 09:00:00,ESP_1,2.0538411
wind_offshore_CN,2018-01-03 09:00:00,ESP_10,2.0538411
wind_offshore_CN,2018-01-03 09:00:00,ESP_11,2.0538411
wind_offshore_CN,2018-01-03 09:00:00,ESP_2,2.0538411
wind_offshore_CN,2018-01-03 09:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-03 09:00:00,ESP_4,2.0538411
wind_offshore_CN,2018-01-03 09:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-03 09:00:00,ESP_6,2.0538411
wind_offshore_CN,2018-01-03 09:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-03 09:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-03 09:00:00,ESP_9,2.0538411
wind_offshore_CN,2018-01-03 12:00:00,ESP_1,2.20459574
wind_offshore_CN,2018-01-03 12:00:00,ESP_10,2.20459574
wind_offshore_CN,2018-01-03 12:00:00,ESP_11,2.20459574
wind_offshore_CN,2018-01-03 12:00:00,ESP_2,2.20459574
wind_offshore_CN,2018-01-03 12:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-03 12:00:00,ESP_4,2.20459574
wind_offshore_CN,2018-01-03 12:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-03 12:00:00,ESP_6,2.20459574
wind_offshore_CN,2018-01-03 12:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-03 12:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-03 12:00:00,ESP_9,2.20459574
wind_offshore_CN,2018-01-03 15:00:00,ESP_1,2.2842128300000004
wind_offshore_CN,2018-01-03 15:00:00,ESP_10,2.2842128300000004
wind_offshore_CN,2018-01-03 15:00:00,ESP_11,2.2842128300000004
wind_offshore_CN,2018-01-03 15:00:00,ESP_2,2.2842128300000004
wind_offshore_CN,2018-01-03 15:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-03 15:00:00,ESP_4,2.2842128300000004
wind_offshore_CN,2018-01-03 15:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-03 15:00:00,ESP_6,2.2842128300000004
wind_offshore_CN,2018-01-03 15:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-03 15:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-03 15:00:00,ESP_9,2.2842128300000004
wind_offshore_CN,2018-01-03 18:00:00,ESP_1,2.31918004
wind_offshore_CN,2018-01-03 18:00:00,ESP_10,2.31918004
wind_offshore_CN,2018-01-03 18:00:00,ESP_11,2.31918004
wind_offshore_CN,2018-01-03 18:00:00,ESP_2,2.31918004
wind_offshore_CN,2018-01-03 18:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-03 18:00:00,ESP_4,2.31918004
wind_offshore_CN,2018-01-03 18:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-03 18:00:00,ESP_6,2.31918004
wind_offshore_CN,2018-01-03 18:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-03 18:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-03 18:00:00,ESP_9,2.31918004
wind_offshore_CN,2018-01-03 21:00:00,ESP_1,2.28083006
wind_offshore_CN,2018-01-03 21:00:00,ESP_10,2.28083006
wind_offshore_CN,2018-01-03 21:00:00,ESP_11,2.28083006
wind_offshore_CN,2018-01-03 21:00:00,ESP_2,2.28083006
wind_offshore_CN,2018-01-03 21:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-03 21:00:00,ESP_4,2.28083006
wind_offshore_CN,2018-01-03 21:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-03 21:00:00,ESP_6,2.28083006
wind_offshore_CN,2018-01-03 21:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-03 21:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-03 21:00:00,ESP_9,2.28083006
wind_offshore_CN,2018-01-04 00:00:00,ESP_1,2.23283444
wind_offshore_CN,2018-01-04 00:00:00,ESP_10,2.23283444
wind_offshore_CN,2018-01-04 00:00:00,ESP_11,2.23283444
wind_offshore_CN,2018-01-04 00:00:00,ESP_2,2.23283444
wind_offshore_CN,2018-01-04 00:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-04 00:00:00,ESP_4,2.23283444
wind_offshore_CN,2018-01-04 00:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-04 00:00:00,ESP_6,2.23283444
wind_offshore_CN,2018-01-04 00:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-04 00:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-04 00:00:00,ESP_9,2.23283444
wind_offshore_CN,2018-01-04 03:00:00,ESP_1,2.17950137
wind_offshore_CN,2018-01-04 03:00:00,ESP_10,2.17950137
wind_offshore_CN,2018-01-04 03:00:00,ESP_11,2.17950137
wind_offshore_CN,2018-01-04 03:00:00,ESP_2,2.17950137
wind_offshore_CN,2018-01-04 03:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-04 03:00:00,ESP_4,2.17950137
wind_offshore_CN,2018-01-04 03:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-04 03:00:00,ESP_6,2.17950137
wind_offshore_CN,2018-01-04 03:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-04 03:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-04 03:00:00,ESP_9,2.17950137
wind_offshore_CN,2018-01-04 06:00:00,ESP_1,2.19581703
wind_offshore_CN,2018-01-04 06:00:00,ESP_10,2.19581703
wind_offshore_CN,2018-01-04 06:00:00,ESP_11,2.19581703
wind_offshore_CN,2018-01-04 06:00:00,ESP_2,2.19581703
wind_offshore_CN,2018-01-04 06:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-04 06:00:00,ESP_4,2.19581703
wind_offshore_CN,2018-01-04 06:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-04 06:00:00,ESP_6,2.19581703
wind_offshore_CN,2018-01-04 06:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-04 06:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-04 06:00:00,ESP_9,2.19581703
wind_offshore_CN,2018-01-04 09:00:00,ESP_1,2.18586495
wind_offshore_CN,2018-01-04 09:00:00,ESP_10,2.18586495
wind_offshore_CN,2018-01-04 09:00:00,ESP_11,2.18586495
wind_offshore_CN,2018-01-04 09:00:00,ESP_2,2.18586495
wind_offshore_CN,2018-01-04 09:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-04 09:00:00,ESP_4,2.18586495
wind_offshore_CN,2018-01-04 09:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-04 09:00:00,ESP_6,2.18586495
wind_offshore_CN,2018-01-04 09:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-04 09:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-04 09:00:00,ESP_9,2.18586495
wind_offshore_CN,2018-01-04 12:00:00,ESP_1,2.19471149
wind_offshore_CN,2018-01-04 12:00:00,ESP_10,2.19471149
wind_offshore_CN,2018-01-04 12:00:00,ESP_11,2.19471149
wind_offshore_CN,2018-01-04 12:00:00,ESP_2,2.19471149
wind_offshore_CN,2018-01-04 12:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-04 12:00:00,ESP_4,2.19471149
wind_offshore_CN,2018-01-04 12:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-04 12:00:00,ESP_6,2.19471149
wind_offshore_CN,2018-01-04 12:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-04 12:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-04 12:00:00,ESP_9,2.19471149
wind_offshore_CN,2018-01-04 15:00:00,ESP_1,2.18170354
wind_offshore_CN,2018-01-04 15:00:00,ESP_10,2.18170354
wind_offshore_CN,2018-01-04 15:00:00,ESP_11,2.18170354
wind_offshore_CN,2018-01-04 15:00:00,ESP_2,2.18170354
wind_offshore_CN,2018-01-04 15:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-04 15:00:00,ESP_4,2.18170354
wind_offshore_CN,2018-01-04 15:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-04 15:00:00,ESP_6,2.18170354
wind_offshore_CN,2018-01-04 15:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-04 15:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-04 15:00:00,ESP_9,2.18170354
wind_offshore_CN,2018-01-04 18:00:00,ESP_1,2.10601663
wind_offshore_CN,2018-01-04 18:00:00,ESP_10,2.10601663
wind_offshore_CN,2018-01-04 18:00:00,ESP_11,2.10601663
wind_offshore_CN,2018-01-04 18:00:00,ESP_2,2.10601663
wind_offshore_CN,2018-01-04 18:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-04 18:00:00,ESP_4,2.10601663
wind_offshore_CN,2018-01-04 18:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-04 18:00:00,ESP_6,2.10601663
wind_offshore_CN,2018-01-04 18:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-04 18:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-04 18:00:00,ESP_9,2.10601663
wind_offshore_CN,2018-01-04 21:00:00,ESP_1,1.9448449
wind_offshore_CN,2018-01-04 21:00:00,ESP_10,1.9448449
wind_offshore_CN,2018-01-04 21:00:00,ESP_11,1.9448449
wind_offshore_CN,2018-01-04 21:00:00,ESP_2,1.9448449
wind_offshore_CN,2018-01-04 21:00:00,ESP_3,0.0
wind_offshore_CN,2018-01-04 21:00:00,ESP_4,1.9448449
wind_offshore_CN,2018-01-04 21:00:00,ESP_5,0.0
wind_offshore_CN,2018-01-04 21:00:00,ESP_6,1.9448449
wind_offshore_CN,2018-01-04 21:00:00,ESP_7,0.0
wind_offshore_CN,2018-01-04 21:00:00,ESP_8,0.0
wind_offshore_CN,2018-01-04 21:00:00,ESP_9,1.9448449
wind_offshore_CN,2018-01-05 00:00:00,ESP_1,1.9008927400000002
wind_offshore_CN,2018-01-05 00:00:00,ESP_10,1.9008927400000002
wind_offshore_CN,2018-01-05 00:00:00,ESP_11,1.9008927400000002
