techs,carriers,systemwide_capacity_factor
open_field_pv_ESP,oil,0.0
open_field_pv_ESP,uranium,0.0
open_field_pv_MY,coal,0.0
open_field_pv_MY,electricity,0.8724918524976293
open_field_pv_MY,natural_gas,0.0
open_field_pv_MY,oil,0.0
open_field_pv_MY,uranium,0.0
open_field_pv_NL,coal,0.0
open_field_pv_NL,electricity,0.9966301631983424
open_field_pv_NL,natural_gas,0.0
open_field_pv_NL,oil,0.0
open_field_pv_NL,uranium,0.0
open_field_pv_PT,coal,0.0
open_field_pv_PT,electricity,0.7958579159947512
open_field_pv_PT,natural_gas,0.0
open_field_pv_PT,oil,0.0
open_field_pv_PT,uranium,0.0
pumped_hydro_CN,coal,0.0
pumped_hydro_CN,electricity,0.533761212116996
pumped_hydro_CN,natural_gas,0.0
pumped_hydro_CN,oil,0.0
pumped_hydro_CN,uranium,0.0
pumped_hydro_ESP,coal,0.0
pumped_hydro_ESP,electricity,0.5711922284194102
pumped_hydro_ESP,natural_gas,0.0
pumped_hydro_ESP,oil,0.0
pumped_hydro_ESP,uranium,0.0
roof_mounted_pv_CN,coal,0.0
roof_mounted_pv_CN,electricity,0.00010566597511814613
roof_mounted_pv_CN,natural_gas,0.0
roof_mounted_pv_CN,oil,0.0
roof_mounted_pv_CN,uranium,0.0
roof_mounted_pv_DE,coal,0.0
roof_mounted_pv_DE,electricity,0.00015277154785900171
roof_mounted_pv_DE,natural_gas,0.0
roof_mounted_pv_DE,oil,0.0
roof_mounted_pv_DE,uranium,0.0
roof_mounted_pv_ESP,coal,0.0
roof_mounted_pv_ESP,electricity,0.00015670905645736764
roof_mounted_pv_ESP,natural_gas,0.0
roof_mounted_pv_ESP,oil,0.0
roof_mounted_pv_ESP,uranium,0.0
roof_mounted_pv_MY,coal,0.0
roof_mounted_pv_MY,electricity,0.0001530604020222792
roof_mounted_pv_MY,natural_gas,0.0
roof_mounted_pv_MY,oil,0.0
roof_mounted_pv_MY,uranium,0.0
roof_mounted_pv_NL,coal,0.0
roof_mounted_pv_NL,electricity,0.0001525238223654932
roof_mounted_pv_NL,natural_gas,0.0
roof_mounted_pv_NL,oil,0.0
roof_mounted_pv_NL,uranium,0.0
roof_mounted_pv_PT,coal,0.0
roof_mounted_pv_PT,electricity,0.0001539370993488585
roof_mounted_pv_PT,natural_gas,0.0
roof_mounted_pv_PT,oil,0.0
roof_mounted_pv_PT,uranium,0.0
uranium_UK,coal,0.0
uranium_UK,electricity,0.0
uranium_UK,natural_gas,0.0
uranium_UK,oil,0.0
uranium_UK,uranium,0.0
uranium_USA,coal,0.0
uranium_USA,electricity,0.0
uranium_USA,natural_gas,0.0
uranium_USA,oil,0.0
uranium_USA,uranium,0.9044182423166776
wind_offshore_CN,coal,0.0
wind_offshore_CN,electricity,0.3208198141860618
wind_offshore_CN,natural_gas,0.0
wind_offshore_CN,oil,0.0
wind_offshore_CN,uranium,0.0
wind_offshore_DE,coal,0.0
wind_offshore_DE,electricity,0.32714290514760586
wind_offshore_DE,natural_gas,0.0
wind_offshore_DE,oil,0.0
wind_offshore_DE,uranium,0.0
wind_offshore_ESP,coal,0.0
wind_offshore_ESP,electricity,0.2549203810928136
wind_offshore_ESP,natural_gas,0.0
wind_offshore_ESP,oil,0.0
wind_offshore_ESP,uranium,0.0
wind_offshore_FR,coal,0.0
wind_offshore_FR,electricity,0.32807694191255926
wind_offshore_FR,natural_gas,0.0
wind_offshore_FR,oil,0.0
wind_offshore_FR,uranium,0.0
wind_offshore_IND,coal,0.0
wind_offshore_IND,electricity,0.3207077832268742
wind_offshore_IND,natural_gas,0.0
wind_offshore_IND,oil,0.0
wind_offshore_IND,uranium,0.0
wind_offshore_NDL,coal,0.0
wind_offshore_NDL,electricity,0.3295472761023163
wind_offshore_NDL,natural_gas,0.0
wind_offshore_NDL,oil,0.0
wind_offshore_NDL,uranium,0.0
wind_offshore_PT,coal,0.0
wind_offshore_PT,electricity,0.3283520884451576
wind_offshore_PT,natural_gas,0.0
wind_offshore_PT,oil,0.0
wind_offshore_PT,uranium,0.0
wind_onshore_competing_CN,coal,0.0
wind_onshore_competing_CN,electricity,0.23681624218642344
wind_onshore_competing_CN,natural_gas,0.0
wind_onshore_competing_CN,oil,0.0
wind_onshore_competing_CN,uranium,0.0
wind_onshore_competing_DE,coal,0.0
wind_onshore_competing_DE,electricity,0.2457964029431468
wind_onshore_competing_DE,natural_gas,0.0
wind_onshore_competing_DE,oil,0.0
wind_onshore_competing_DE,uranium,0.0
wind_onshore_competing_ESP,coal,0.0
wind_onshore_competing_ESP,electricity,0.19902352181392657
wind_onshore_competing_ESP,natural_gas,0.0
wind_onshore_competing_ESP,oil,0.0
wind_onshore_competing_ESP,uranium,0.0
wind_onshore_competing_FR,coal,0.0
wind_onshore_competing_FR,electricity,0.24744463391033905
wind_onshore_competing_FR,natural_gas,0.0
wind_onshore_competing_FR,oil,0.0
wind_onshore_competing_FR,uranium,0.0
wind_onshore_competing_IND,coal,0.0
wind_onshore_competing_IND,electricity,0.24824960206710267
wind_onshore_competing_IND,natural_gas,0.0
wind_onshore_competing_IND,oil,0.0
wind_onshore_competing_IND,uranium,0.0
wind_onshore_competing_NDL,coal,0.0
wind_onshore_competing_NDL,electricity,0.2501909298857494
wind_onshore_competing_NDL,natural_gas,0.0
wind_onshore_competing_NDL,oil,0.0
wind_onshore_competing_NDL,uranium,0.0
wind_onshore_competing_PT,coal,0.0
wind_onshore_competing_PT,electricity,0.2479448333139716
wind_onshore_competing_PT,natural_gas,0.0
wind_onshore_competing_PT,oil,0.0
wind_onshore_competing_PT,uranium,0.0
wind_onshore_monopoly_CN,coal,0.0
wind_onshore_monopoly_CN,electricity,0.2600608899574491
wind_onshore_monopoly_CN,natural_gas,0.0
wind_onshore_monopoly_CN,oil,0.0
wind_onshore_monopoly_CN,uranium,0.0
wind_onshore_monopoly_DE,coal,0.0
wind_onshore_monopoly_DE,electricity,0.2700765379510804
wind_onshore_monopoly_DE,natural_gas,0.0
wind_onshore_monopoly_DE,oil,0.0
wind_onshore_monopoly_DE,uranium,0.0
wind_onshore_monopoly_ESP,coal,0.0
wind_onshore_monopoly_ESP,electricity,0.27434232321258023
wind_onshore_monopoly_ESP,natural_gas,0.0
wind_onshore_monopoly_ESP,oil,0.0
wind_onshore_monopoly_ESP,uranium,0.0
wind_onshore_monopoly_FR,coal,0.0
wind_onshore_monopoly_FR,electricity,0.27164614528685344
wind_onshore_monopoly_FR,natural_gas,0.0
wind_onshore_monopoly_FR,oil,0.0
wind_onshore_monopoly_FR,uranium,0.0
wind_onshore_monopoly_IND,coal,0.0
wind_onshore_monopoly_IND,electricity,0.2598857481011399
wind_onshore_monopoly_IND,natural_gas,0.0
wind_onshore_monopoly_IND,oil,0.0
wind_onshore_monopoly_IND,uranium,0.0
wind_onshore_monopoly_NDL,coal,0.0
wind_onshore_monopoly_NDL,electricity,0.25365815488096977
wind_onshore_monopoly_NDL,natural_gas,0.0
wind_onshore_monopoly_NDL,oil,0.0
wind_onshore_monopoly_NDL,uranium,0.0
wind_onshore_monopoly_PT,coal,0.0
wind_onshore_monopoly_PT,electricity,0.27213365620827945
wind_onshore_monopoly_PT,natural_gas,0.0
wind_onshore_monopoly_PT,oil,0.0
wind_onshore_monopoly_PT,uranium,0.0
